surveyelapse,VCL1,VCL2,VCL3,VCL4,VCL5,VCL7,VCL8,VCL10,VCL11,VCL13,VCL14,VCL15,VCL16,familysize,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,introelapse,testelapse,Grit,highgrit,survey_time_score,vocab_score,married_Currently married,married_Never married,married_Previously married,married_Unknown,browser_AndroidBrowser,browser_Chrome,browser_ChromeiOS,browser_Firefox,browser_Microsoft Internet Explorer,browser_Opera,browser_Safari,browser_SeaMonkey,browser_UCBrowser,browser_Unknown,operatingsystem_Blackberry,operatingsystem_ChromeOS,operatingsystem_Linux,operatingsystem_Macintosh,operatingsystem_Unknown,operatingsystem_Windows,operatingsystem_Windows Phone,operatingsystem_iOS,age_group_18-30,age_group_30-45,age_group_45+
231,1,1,0,1,1,0,0,1,0,1,1,1,1,4,3,2,5,3,5,4,3,1,1,2,4,5,4,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,1,5,5,2,2,5,5,4,5,4,5,5,5,3,5,4,3,5,3,34,335,3.8333333333333335,1,600,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
507,1,1,0,1,0,0,0,1,0,0,1,1,1,2,1,1,2,2,1,1,1,3,4,2,1,2,1,5,1,1,2,2,1,1,2,3,5,2,3,2,3,3,4,3,2,2,4,3,2,5,2,4,2,3,3,3,5,5,2,5,2,2,4,2,398,363,2.75,0,1268,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
111,1,1,1,1,1,0,0,1,0,1,1,1,1,1,2,3,3,3,2,4,2,2,3,2,1,2,2,1,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,9,118,3.75,1,238,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
203,1,1,1,1,1,0,0,1,0,1,1,1,1,2,4,2,4,4,5,4,4,2,4,3,2,2,2,3,3,3,4,3,2,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,5,5,7,197,4.0,1,407,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
148,1,1,1,1,1,1,1,1,0,1,1,1,1,5,1,2,2,2,3,4,2,4,3,2,2,2,2,2,4,4,4,4,4,2,5,4,5,5,4,5,4,2,4,4,4,2,4,3,2,1,3,4,2,2,3,4,3,4,5,4,4,2,4,4,9,179,3.6666666666666665,1,336,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
228,1,1,1,1,1,1,1,1,0,1,1,1,1,3,3,4,2,2,4,3,3,3,1,3,1,2,1,4,3,2,3,4,3,3,4,5,3,3,2,3,3,2,3,2,3,3,5,3,3,4,5,4,2,3,3,3,4,5,5,3,5,3,2,4,310,324,2.6666666666666665,0,862,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
199,1,1,0,1,1,0,0,0,0,1,1,1,1,3,3,4,3,4,3,4,2,2,2,2,3,2,3,4,5,2,4,3,2,4,2,5,4,4,5,3,4,4,3,3,4,5,4,5,2,4,4,4,4,3,2,3,1,5,2,3,3,2,2,3,6,198,3.6666666666666665,1,403,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
72,1,1,0,1,0,0,1,1,0,0,1,1,1,5,3,5,4,2,5,5,2,1,1,3,1,4,1,1,2,2,1,1,1,1,4,4,2,3,5,3,4,4,4,3,5,3,5,2,5,2,5,5,5,5,4,2,1,1,3,2,5,4,3,1,48,98,2.833333333333333,0,218,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
123,1,1,1,1,1,0,0,1,0,0,1,1,1,3,4,2,4,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,2,3,5,5,4,4,4,4,4,5,5,5,4,1,4,2,3,3,4,4,4,4,3,5,4,4,4,4,4,3,5,4,79,195,4.083333333333333,1,397,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
179,1,0,0,1,1,0,0,0,0,0,0,1,1,4,2,2,5,3,4,3,3,2,1,2,3,4,4,3,3,5,4,5,5,4,4,4,5,4,4,4,4,4,3,4,3,4,4,3,2,2,3,3,1,4,3,4,3,4,4,3,5,3,3,4,20,168,3.9166666666666665,1,367,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
261,1,1,1,1,1,0,1,1,0,0,1,1,1,2,3,1,5,1,4,2,1,1,3,1,5,5,3,3,5,5,5,5,5,5,1,5,5,5,5,5,5,4,5,3,5,5,5,5,4,5,4,5,5,4,3,3,5,4,3,5,3,1,3,3,8,205,4.416666666666667,1,474,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
161,1,1,0,1,1,0,0,1,0,0,1,1,1,2,4,3,4,4,4,3,4,3,3,3,3,3,3,4,5,4,3,5,2,4,4,5,4,4,3,1,5,4,3,4,3,4,5,3,3,3,5,5,3,3,4,3,4,3,3,5,4,4,4,4,8,226,4.0,1,395,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
253,1,1,0,1,1,0,0,1,0,1,1,1,1,6,1,4,5,2,5,4,1,2,5,5,2,2,1,2,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,2,2,5,4,5,5,5,5,5,5,5,4,4,2,5,79,450,4.416666666666667,1,782,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
181,1,1,1,1,1,0,0,1,0,1,1,1,1,3,3,5,4,4,5,5,3,1,1,3,2,2,2,1,1,1,2,3,2,1,5,4,3,5,5,5,5,4,4,3,4,4,4,4,3,5,5,5,4,4,3,4,4,3,4,4,4,3,5,4,52,152,3.4166666666666665,1,385,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
111,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,2,1,4,2,4,1,3,2,3,3,4,3,2,3,2,3,1,5,2,2,2,1,2,4,2,3,4,5,5,5,3,5,5,3,5,4,5,3,4,5,5,5,4,4,5,5,43,126,4.083333333333333,1,280,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
91,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,4,4,3,4,3,1,2,2,1,1,1,1,1,1,2,1,2,2,1,5,5,4,5,4,4,5,5,4,3,4,2,4,2,1,1,2,3,1,2,5,4,5,4,4,5,2,5,5,2,6,146,1.75,0,243,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
137,1,1,0,1,1,0,0,1,0,1,1,1,1,3,1,5,3,3,3,4,3,3,3,3,5,4,2,4,3,3,3,4,4,5,2,4,5,3,3,3,3,2,3,4,4,5,4,4,2,4,4,3,4,3,4,5,3,5,3,5,5,3,4,4,14,147,3.0,0,298,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
150,1,1,0,1,1,0,0,1,0,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,3,3,3,3,2,3,4,4,3,3,3,4,3,4,2,3,3,1,4,4,2,1,4,1,3,4,3,3,3,3,3,4,2,2,4,4,2,174,2.75,0,326,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
200,1,1,1,1,1,0,0,1,0,1,1,1,1,2,5,5,3,2,5,3,4,3,5,3,2,5,1,3,4,4,4,3,4,3,2,3,3,4,3,4,3,3,3,3,5,1,5,3,1,2,2,3,1,4,5,5,5,3,5,1,5,5,3,5,8,169,3.8333333333333335,1,377,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
171,1,1,1,1,1,0,1,1,0,1,1,1,1,2,4,4,4,4,4,4,4,3,4,4,3,3,2,4,4,4,3,4,4,4,5,5,4,5,5,2,5,4,5,3,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,82,136,4.166666666666667,1,389,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
126,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,5,4,4,3,4,4,3,4,4,4,3,4,4,4,5,5,4,5,5,5,5,4,5,4,2,1,4,2,2,1,3,3,3,3,5,5,4,5,5,4,5,5,4,5,25,185,3.0,0,336,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,1,1,0,1,1,0,1,1,1,1,1,1,1,1,4,5,4,5,4,5,4,3,5,4,2,4,2,1,4,4,2,2,4,2,5,4,4,3,5,5,5,5,1,5,1,2,4,4,1,5,3,3,1,2,3,5,5,5,5,5,5,3,4,5,18,219,3.333333333333333,1,388,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
500,1,1,0,1,1,0,0,1,0,1,1,1,1,2,4,5,3,4,5,4,4,1,5,4,3,3,3,1,5,1,2,2,1,1,3,3,2,4,4,3,3,3,3,3,2,1,4,2,1,5,2,2,2,3,4,3,5,3,4,5,3,3,3,4,4,164,2.5,0,668,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
491,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,3,1,4,4,4,3,4,4,2,4,2,2,1,4,4,2,3,2,2,2,1,2,3,1,2,1,3,4,2,2,2,4,2,2,4,3,2,2,4,5,5,5,5,4,5,4,4,5,4,6,287,2.833333333333333,0,784,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
493,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,2,2,1,3,2,1,3,4,2,5,3,2,3,5,1,4,4,5,3,2,3,5,4,3,5,3,4,3,4,4,5,4,5,3,4,5,5,5,4,4,4,3,3,5,4,4,3,5,4,3,678,2.9166666666666665,0,1174,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
332,1,1,0,1,1,0,0,1,0,1,1,1,1,4,4,4,4,3,4,5,5,3,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,3,3,3,4,5,4,5,5,4,3,5,5,8,467,4.333333333333333,1,807,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
357,1,1,1,1,1,0,1,1,0,1,1,1,1,3,3,4,4,4,4,4,4,3,4,4,3,2,2,1,4,4,3,3,3,2,5,5,5,5,5,5,5,5,4,4,4,2,5,4,4,4,4,5,4,4,3,5,4,5,4,4,4,3,4,4,61,283,3.6666666666666665,1,701,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
238,1,0,1,1,1,0,0,1,0,0,1,1,1,3,3,3,2,1,3,2,2,1,1,1,1,3,1,2,1,1,3,3,1,5,1,5,5,5,5,5,5,5,5,4,5,3,3,4,5,3,5,5,5,5,3,5,4,1,3,4,3,3,3,3,8,417,4.25,1,663,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
110,1,1,0,1,1,0,0,1,0,0,1,1,1,3,1,5,4,3,5,5,5,3,5,2,2,3,4,5,1,1,1,1,1,1,4,4,2,5,5,5,5,4,5,1,1,2,5,1,1,1,1,1,1,3,4,4,5,3,2,4,5,5,5,3,2,130,2.5,0,242,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
384,1,1,0,1,0,0,1,1,1,0,0,1,1,7,5,5,1,5,5,5,1,3,4,1,2,5,1,5,1,1,1,1,1,3,1,1,5,5,5,5,1,5,5,5,1,5,5,5,4,5,3,5,1,3,5,5,5,5,5,5,5,5,5,5,3,334,2.833333333333333,0,721,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,3,2,2,2,1,1,1,2,2,5,2,1,3,3,5,5,4,5,2,2,5,2,2,4,3,3,4,2,2,5,2,5,1,4,1,3,2,2,1,2,3,2,3,4,2,1,3,1,94,252,3.5,1,556,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
238,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,3,2,3,2,4,1,3,2,1,4,2,3,3,3,3,5,5,4,4,3,3,4,2,3,2,3,3,2,1,4,1,3,3,3,2,4,2,4,5,5,5,4,5,4,4,5,4,3,4,7,308,3.5,1,553,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
119,1,1,0,1,1,0,0,1,1,0,1,1,1,1,2,2,4,3,4,3,1,3,4,2,3,4,2,4,4,4,5,4,4,5,5,3,5,4,4,3,3,5,4,3,4,3,4,4,4,4,4,4,4,4,4,2,3,2,4,3,4,3,4,3,16,112,3.8333333333333335,1,247,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
187,1,1,0,1,1,0,0,1,0,0,1,1,1,3,3,5,4,4,4,4,2,3,3,2,5,5,4,5,4,4,4,3,4,4,4,4,4,5,5,5,4,4,4,4,4,3,4,4,3,2,4,3,3,4,3,4,4,4,4,4,4,3,4,4,17,184,3.083333333333333,0,388,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
133,1,1,1,1,1,0,1,1,0,1,1,1,1,2,4,4,5,4,2,4,4,3,4,3,2,3,1,1,4,2,2,2,2,2,3,5,4,3,3,5,3,4,3,4,2,4,3,2,2,4,2,4,2,3,4,3,3,3,4,4,3,4,4,2,4,137,2.583333333333333,0,274,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
319,1,1,0,1,1,0,1,1,0,0,1,1,1,4,3,5,5,5,5,5,5,5,5,5,1,3,1,3,2,2,3,3,1,3,5,5,5,5,5,3,5,4,5,3,4,3,4,4,2,3,3,5,4,4,3,2,5,4,1,5,1,1,5,2,3,646,3.0,0,968,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
169,1,1,1,1,1,0,0,1,0,1,1,1,1,8,5,5,5,5,5,5,5,5,5,5,2,2,1,2,4,3,3,5,3,5,4,5,2,4,3,4,4,4,4,4,4,2,2,3,3,4,5,4,3,2,3,5,4,2,5,2,5,2,4,4,19,166,3.583333333333333,1,354,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
228,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,3,2,2,2,4,4,1,1,1,3,2,3,1,5,5,3,4,5,2,4,3,5,4,4,1,4,3,4,3,3,1,4,2,2,2,4,3,4,3,5,5,5,4,4,5,4,4,5,4,3,169,2.583333333333333,0,400,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
139,1,1,1,1,1,0,0,1,0,1,1,1,1,3,3,5,3,3,4,4,4,2,1,4,2,4,2,1,2,2,2,1,2,1,5,5,3,5,5,5,4,4,5,3,4,3,4,3,3,4,4,5,3,4,3,2,4,3,4,4,5,3,4,3,4,269,3.333333333333333,1,412,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
265,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,3,4,4,3,3,5,3,3,3,3,5,3,3,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,4,5,3,5,3,1,4,4,3,5,4,4,3,4,4,1,4,3,3,453,4.25,1,721,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
139,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,4,5,2,4,3,2,3,1,3,4,4,5,4,4,4,5,4,5,5,4,5,5,4,5,4,3,5,5,4,2,5,5,4,5,4,5,4,3,3,4,3,4,5,4,3,4,511,3.25,0,654,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
164,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,3,2,1,4,4,1,1,1,2,1,1,1,1,2,2,2,2,1,1,5,4,5,5,5,5,4,2,5,4,5,4,5,4,2,4,4,4,4,5,5,5,5,5,4,5,5,4,5,5,4,440,3.583333333333333,1,608,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
268,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,1,2,3,1,5,1,1,2,3,2,4,2,2,4,4,3,4,4,5,5,5,5,5,5,4,4,3,2,4,3,2,2,1,2,4,1,3,3,2,3,3,3,3,3,3,1,3,41,259,2.5,0,568,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
139,1,1,0,1,1,0,0,1,0,0,1,1,1,2,3,5,5,4,4,4,4,2,3,4,1,2,2,3,4,3,2,3,2,3,5,4,5,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,2,2,3,3,2,4,2,4,3,4,140,3.333333333333333,1,283,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
455,1,1,0,1,1,0,0,1,0,1,0,1,1,3,3,5,5,5,5,5,3,4,4,3,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,85,263,4.833333333333333,1,803,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
258,1,1,0,1,1,0,0,1,0,0,0,1,1,2,3,4,3,4,3,4,3,4,5,2,2,1,1,5,4,1,1,1,1,1,4,3,4,5,4,5,3,5,5,4,2,1,5,4,1,1,2,3,1,5,4,4,5,4,5,5,4,4,5,5,5,271,3.5,1,534,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
542,1,1,0,1,1,0,1,1,0,0,1,1,1,4,2,2,4,2,2,3,2,2,3,5,5,5,5,4,4,5,4,5,4,5,5,5,4,4,4,4,5,4,3,3,3,2,4,4,1,3,3,3,3,4,4,4,5,3,4,5,4,2,5,4,161,568,3.4166666666666665,1,1271,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
184,1,1,1,1,1,0,0,1,0,1,1,1,1,1,3,4,2,2,3,3,1,3,1,1,1,2,2,1,4,2,1,2,2,1,4,4,3,5,4,4,4,4,5,3,2,4,4,2,1,2,3,2,2,4,3,4,4,4,2,4,2,3,4,3,57,150,2.4166666666666665,0,391,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
693,1,1,0,1,1,0,0,1,0,0,1,1,1,6,1,3,3,2,3,2,1,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,4,4,2,3,4,4,5,2,5,3,3,3,4,2,5,2,1,4,3,154,1488,4.083333333333333,1,2335,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
220,1,1,0,1,1,0,0,1,0,0,1,1,1,2,2,3,3,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,1,2,4,4,2,5,4,4,2,3,4,3,2,2,4,2,2,2,4,3,4,3,3,4,3,4,3,4,4,2,4,4,12,299,2.6666666666666665,0,531,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
223,1,1,0,1,1,0,1,1,0,0,1,1,1,4,2,2,4,2,2,3,2,3,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,4,5,2,4,3,2,3,4,5,4,5,5,5,5,4,2,5,5,2,736,3.5,1,961,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
439,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1,5,3,1,3,5,1,1,1,1,4,5,2,5,2,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,4,3,5,4,5,5,5,5,5,5,3,5,4,5,145,4.333333333333333,1,589,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
173,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,4,2,3,4,2,4,2,2,3,4,3,4,4,3,4,5,4,5,5,4,5,4,4,4,4,4,4,3,4,4,2,4,4,4,5,5,3,5,5,3,5,3,5,1,4,4,5,5,88,195,3.6666666666666665,1,456,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
174,1,1,1,1,1,0,0,1,0,1,1,1,1,3,1,1,4,5,4,3,3,1,1,2,1,3,4,3,5,2,5,5,2,5,5,3,5,5,3,3,5,4,4,4,4,5,4,5,4,5,4,5,4,3,3,5,5,5,4,5,4,1,5,4,22,209,4.5,1,405,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
102,1,1,0,1,1,0,0,1,0,1,1,1,1,1,4,4,4,4,4,5,3,5,5,2,2,4,2,3,4,3,4,5,3,4,5,5,2,5,5,5,5,5,5,4,4,3,4,5,2,3,5,4,4,3,3,4,5,5,5,5,4,2,5,5,12,157,3.1666666666666665,0,271,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
262,1,0,0,1,1,0,0,1,0,0,0,1,1,2,1,5,3,2,3,3,4,2,3,4,2,1,1,1,3,4,4,4,3,3,5,5,4,5,2,4,5,4,5,4,2,2,5,2,2,4,3,3,2,3,2,2,5,3,3,5,3,1,5,4,61,523,2.833333333333333,0,846,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
157,1,1,1,1,1,1,1,1,0,1,1,1,1,2,3,5,4,4,4,5,2,4,5,5,2,3,2,4,3,2,2,3,2,5,5,5,4,4,4,4,5,4,4,4,4,3,3,3,2,3,4,4,3,3,5,5,5,5,4,4,4,5,4,4,8,140,3.75,1,305,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
269,1,1,0,1,1,0,0,1,0,1,0,1,1,4,4,3,4,2,2,3,3,3,4,3,1,3,1,4,2,3,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,3,2,4,5,5,4,3,3,3,3,3,4,4,3,5,2,3,3,3,40,278,3.1666666666666665,0,587,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
209,1,1,1,1,1,1,1,1,0,1,1,1,1,4,4,5,4,4,4,4,2,4,4,3,3,3,2,3,4,3,3,4,2,3,4,5,2,4,4,4,5,5,3,3,4,3,5,4,3,5,4,5,4,4,4,4,3,4,3,4,4,4,4,3,11,173,4.0,1,393,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
213,1,1,0,1,1,0,1,1,0,1,1,1,1,4,5,5,5,5,5,5,3,4,5,4,4,5,4,4,5,4,4,4,5,4,5,5,4,5,5,5,5,5,5,5,1,1,4,1,2,5,4,4,4,4,4,3,5,3,5,5,5,4,5,5,2,233,3.083333333333333,0,448,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
155,1,1,1,1,1,0,0,1,1,1,1,1,1,2,5,5,3,5,3,5,3,1,5,3,1,1,5,5,1,1,1,1,1,2,1,3,1,1,1,1,5,2,2,3,5,5,5,5,5,1,5,5,4,1,5,5,5,5,5,5,5,5,5,5,6,146,2.9166666666666665,0,307,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
280,0,0,1,0,1,0,0,1,0,0,0,0,1,2,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,4,3,3,3,3,3,3,3,2,3,2,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,5,143,2.6666666666666665,0,428,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
273,0,1,0,1,1,0,0,1,0,0,0,1,1,4,1,3,3,4,4,3,3,4,2,3,2,3,1,2,2,2,2,2,2,2,2,4,5,4,4,4,4,3,4,3,3,1,4,4,3,1,2,4,3,3,4,4,4,3,4,4,3,4,4,4,5,242,3.083333333333333,0,520,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
129,1,1,1,1,1,0,0,1,0,1,1,1,1,4,3,2,3,2,2,4,1,1,2,2,3,4,2,2,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,1,4,2,1,1,4,4,4,4,3,4,3,5,3,4,4,4,4,4,2,199,2.6666666666666665,0,330,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
190,1,1,0,1,1,0,0,1,0,1,0,1,1,4,3,2,3,4,3,4,1,4,3,2,1,1,1,2,2,1,2,2,1,4,4,3,2,4,4,4,4,4,4,3,3,4,3,2,2,3,4,4,3,2,3,4,4,4,4,4,4,4,4,4,32,286,2.583333333333333,0,508,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106,1,1,1,1,1,0,0,1,0,1,1,1,1,2,1,3,1,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,2,2,2,4,1,1,2,1,1,1,1,5,1,1,2,2,3,1,3,5,5,5,5,3,5,4,5,5,5,20,105,1.75,0,231,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
297,1,0,0,0,1,0,0,1,0,0,1,0,1,2,1,4,2,2,2,4,1,2,3,1,2,3,2,2,2,2,1,2,3,3,3,3,3,4,2,4,4,2,4,3,3,3,2,2,2,3,4,2,2,3,2,4,4,3,3,5,3,2,2,3,226,359,2.1666666666666665,0,882,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
326,1,1,0,1,1,0,0,1,0,0,1,1,1,3,2,4,3,2,4,2,1,5,1,3,4,2,5,4,5,5,5,5,5,5,5,3,5,5,4,5,5,1,5,3,4,5,5,5,4,5,1,5,5,2,5,5,5,4,5,5,5,1,3,5,61,416,4.583333333333333,1,803,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
